number,title,image,year,location
183,Still Life with a Basket of Apples,Van_Gogh_-_Stillleben_mit_Apfelkorb.jpeg,1885,Private collection (F115)
184,Basket with Potatoes,Van_Gogh_-_Stillleben_mit_Karoffelkorb1.jpeg,1885,"Van Gogh Museum, Amsterdam (F116)"
185,"Still Life with Open Bible, Extinguished Candle and Novel also Still Life with Bible",Libro_Vincent_van_Gogh.jpg,1885,"Van Gogh Museum, Amsterdam, Netherlands (F117)"
186,Still Life with an Earthen Bowl and Potatoes,Van_Gogh_-_Stillleben_mit_Kartoffeln_in_einer_Schüssel.jpeg,1885,"Museum Boijmans-van Beuningen, Rotterdam (on loan) (F118)"
187,Autumn Landscape,Van_Gogh_-_Herbstlandschaft.jpeg,1885,"Fitzwilliam Museum, University of Cambridge, England (F119)"
188,Autumn Landscape at Dusk,Van_Gogh_-_Herbstlandschaft_in_der_Abenddämmerung.jpeg,1885,"Centraal Museum, Utrecht, Netherlands (F121)"
189,"Parsonage Garden at Nuenen with Pond and Figures, The",Van_Gogh_-_Der_Pfarrgarten_in_Nuenen_mit_Teich_und_Figuren.jpeg,1885,"Destroyed by fire in World War Two, Rotterdam (F124)"
190,Peasant Woman Sitting on a Chair,"Van_Gogh_-_Bäuerin,_auf_einem_Stuhl_sitzend.jpeg",1885,Private collection (F126)
191,Peasant Woman Sewing,"Van_Gogh_-_Bäuerin,_nähend.jpeg",1885,Private collection (F126a)
192,"Peasant Woman, Seated (Half-Figure)","Van_Gogh_-_Bäuerin,_sitzend,_mit_gefalteten_Händen.jpeg",1885,Private collection (F127)
193,Peasant Woman Standing Indoors,Van_Gogh_-_Bäuerin_im_Hausflur_stehend.jpeg,1885,"National Museum of Serbia, Belgrade (F128)"
194,Two Peasant Women Digging Potatoes,Van_Gogh_-_Zwei_Bäuerinnen_beim_Kartoffelgraben.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F129 - also F97)"
195,Peasant and Peasant Woman Planting Potatoes,Van_Gogh_-_Bauer_und_Bäuerin_beim_Kartoffelsetzen.jpeg,1885,Kunsthaus Zürich (F129a)
196,Head of a Woman,WLANL_-_artanonymous_-_Head_of_a_Woman.jpg,1885,"Van Gogh Museum, Amsterdam (F130)"
197,Head of a Peasant Woman with White Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_weißer_Haube24.jpeg,1885,"Woodone Museum of Art, Yoshiwa, Japan (F131)"
198,Head of a Peasant Woman with Dark Cap (b/w copy of painting),Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube.jpeg,1885,Private collection (F133)
199,Head of a Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_roter_Haube.jpeg,1885,"Musée d'Orsay, Paris (F134)"
200,Head of a Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_Barbanter_Bäuerin_mit_dunkler_Haube2.jpeg,1885,"Cincinnati Art Museum, Cincinnati, Ohio (F135)"
201,Head of a Peasant Woman with Brownish Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube9.jpeg,1885,"Dufresne Art Gallery, Paris (F136)"
202,Head of a Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube5.jpeg,1885,National Gallery London (F137)
203,Head of a Peasant Woman with Dark Cap (b/w copy of painting),Van_Gogh_-_Kopf_einer_jungen_Bäuerin_mit_dunkler_Haube8.jpeg,1885,"Hecht Museum, Haifa, Israel (F138)"
204,Peasant Woman Raking,"Van_Gogh_-_Bäuerin,_einen_Kanal_säubern.jpeg",1885,Private collection (F139)
205,Head of a Peasant Woman with White Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_weißer_Haube28.jpeg,1885,"National Gallery of Scotland, Edinburgh (F140)  "
206,"Gordina de Groot, Head",Van_Gogh_-_Kopf_einer_Bäuerin_mit_weißer_Haube29.jpeg,1885,Private collection (F141)
207,Peasant Woman Digging in Front of Her Cottage,Van_Gogh_-_Bauernhaus_mit_umgrabender_Bäuerin.jpeg,1885,Art Institute of Chicago (F142)
208,"Peasant Woman, Seated with White Cap","Van_Gogh_-_Bäuerin,_sitzend,_mit_weißer_Haube3.jpeg",1885,"Noordbrabants, Den Bosch (F144a)  "
209,Peasant Woman Peeling Potatoes,Van_Gogh_-_Bäuerin_beim_Kartoffelschälen.jpeg,1885,Private collection (F145)
210,Woman Lifting Potatoes,WLANL_-_artanonymous_-_Woman_Lifting_Potatoes.jpg,1885,"Van Gogh Museum, Amsterdam (F147)"
211,Peasant Woman Laundering,Van_Gogh_-_Bäuerun_beim_Wäschebleichen.jpeg,1885,Private collection (F148)
212,Peasant Woman with Child on Her Lap,Van_Gogh_-_Bäuerin_mit_Kind_auf_dem_Schoß.jpeg,1885,Private collection (F149)
213,Head of a Young Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_jungen_Bäuerin_mit_dunkler_Haube.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F150)"
214,Head of a Woman,Van_Gogh_-_Kopf_einer_alten_Bäuerin_mit_dunkler_Haube.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F151)"
215,Woman with a Broom also Woman Sweeping the Floor,"Van_Gogh_-_Bäuerin,_den_Flur_fegend.jpeg",1885,"Kröller-Müller Museum, Otterlo, Netherlands (F152)"
216,Head of a Woman,Van_Gogh_-_Kopf_einer_Barbanter_Bäuerin_mit_dunkler_Haube.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F153)"
217,Head of a Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube2.jpeg,1885,Private collection (F153a)
218,Head of a Woman with Brownish Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_bräunlicher_Haube.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F154)"
219,Head of a Peasant Woman in a Green Shawl,Van_Gogh_-_Bäuerin_mit_grünem_Schal.jpeg,1885,"Museum of Fine Arts of Lyon, France (F155)"
220,Peasant Woman Darning Stockings (b/w copy of a very dark painting),Van_Gogh_-_Bäuerin_beim_Strümpfestopfen.jpeg,1885,Private collection (F157)
221,Peasant Woman by the Fireplace,"Van_Gogh_-_Bäuerin,_am_Herdfeuer_sitzend.jpeg",1885,"Musée d'Orsay, Paris (F158)"
222,Head of a Woman,Van_Gogh_-_Kopf_einer_Bäuerin_mit_roter_Haube2.jpeg,1885,"Van Gogh Museum, Amsterdam (F160)"
223,Woman with a Mourning Shawl (b/w copy of painting),Van_Gogh_-_Kopf_einer_Bäuerin_mit_grünem_Schal.jpeg,1885,"Van Gogh Museum, Amsterdam (F161)"
224,Head of a Young Peasant in a Peaked Cap,Vincent_van_Gogh_Head_of_a_Young_Peasant_in_a_Peaked_Cap.jpg,1885,"Royal Museums of Fine Arts of Belgium, Brussels (F163)"
225,Head of a Young Peasant in a Peaked Cap,Van_Gogh_-_Kopf_eines_jungen_Bauern_mit_Mütze2.jpeg,1885,"Nelson-Atkins Museum of Fine Art, Kansas City (F165)"
226,Peasant Digging,Van_Gogh_-_Bauer_beim_Umgraben1.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F166)"
227,Woman at Table also Peasant Sitting at a Table,"Van_Gogh_-_Bauer,_am_Tisch_sitzend.jpeg",1885,"Kröller-Müller Museum, Otterlo, Netherlands (F167)"
228,Head of a Man,Van_Gogh_-_Kopf_eines_Bauern.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F168)"
229,Head of a Man with a Pipe,Van_Gogh_-_Kopf_eines_Bauern_mit_Tonpfeife.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F169)"
230,Head of a Peasant with a Cap,Van_Gogh_-_Kopf_eines_Bauern_mit_Mütze2.jpeg,1885,Collection Niarchos (F169a)
231,Cottage with Peasant Coming Home,Van_Gogh_-_Cabaña_con_campesino_regresando_a_casa.jpg,1885,"Soumaya Museum, Mexico City (F170)"
232,Peasant Making a Basket,"Van_Gogh_-_Bauer,_sitzend_beim_Korbflechten.jpeg",1885,"Musée des Beaux-Arts, La-Chaux-de-Fonds, Switzerland (F171)"
233,Peasant Making a Basket,"Van_Gogh_-_Bauer,_sitzend_beim_Korbflechten2.jpeg",1885,Private collection (F171a)
234,Head of an Old Woman with White Cap (The Midwife),Van_Gogh_-_Kopf_einer_alten_Frau_mit_weißer_Haube_(Die_Amme).jpeg,1885,"Van Gogh Museum, Amsterdam (F174)"
235,Bobbin Winder,Van_Gogh_-_Spinnrad.jpeg,1885,"Van Gogh Museum, Amsterdam (F175)"
236,Peasant Woman Cooking by a Fireplace (b/w copy of painting),Peasant_Woman_Cooking_by_a_Fireplace.jpeg,1885,"Metropolitan Museum of Art, New York (F176)"
237,Flying Fox,Van_Gogh_-_Die_Fledermaus.jpeg,1885,"Van Gogh Museum, Amsterdam (F177a)"
238,Head of a Man,Kop_van_een_man_-_s0068V1962r_-_Van_Gogh_Museum.jpg,1885,"Van Gogh Museum, Amsterdam (F179r)"
239,The Vicarage at Nuenen,Van_Gogh_-_Das_Pfarrhaus_in_Nuenen.jpeg,1885,"Van Gogh Museum, Amsterdam (F182)"
240,"Parsonage at Nuenen by Moonlight, The",Van_Gogh_-_Das_Pfarrhaus_in_Nuenen_bei_Mondschein.jpeg,1885,Private collection (F183)
241,Cottage with Trees and Peasant Woman,Van_Gogh_-_Bauernhaus_mit_zwei_Bäumen_und_Bäuerin.jpeg,1885,Private collection (F187)
242,Landscape at Dusk,Van_Gogh_-_Landschaft_in_der_Abenddämmerung.jpeg,1885,"Thyssen-Bornemisza Museum, Madrid (F191)"
243,Country Lane with Two Figures,Van_Gogh_-_Allee_mit_zwei_Figuren.jpeg,1885,Private collection (F191a)
244,Sheaves of Wheat in a Field,Van_Gogh_-_Weizengarben_auf_einem_Feld.jpeg,1885,"Kröller-Müller Museum, Otterlo, Netherlands (F193)"
245,"Parsonage Garden at Nuenen in the Snow, The",Van_Gogh_-_Der_Pfarrgarten_in_Nuenen_im_Schnee1.jpeg,1885,"Norton Simon Museum, Pasadena (F194)"
246,"Willow, The (b/w copy of painting)",Van_Gogh_-_Weide.jpeg,1885,"Private Collection, previously stolen but recovered (F195) "
247,Landscape with Windblown Trees,Van_Gogh_-_Landschaft_mit_Bäumen_im_Wind.jpeg,1885,Location unknown (F196)
248,Still Life with Copper Coffeepot and Two White Bowls (b/w copy of painting),Van_Gogh_-_Stillleben_mit_Kaffeekanne_und_zwei_Bechern.jpeg,1885,Private collection (F202)
249,Portrait of an Old Man with Beard,Van_Gogh_-_Bildnis_eines_alten_Mannes_mit_Bart.jpeg,1885,"Van Gogh Museum, Amsterdam (F205)"
250,Head of a Woman with her Hair Loose,Van_Gogh_-_Kopf_einer_Frau_mit_offenem_Haar.jpeg,1885,"Van Gogh Museum, Amsterdam (F206)"
251,Portrait of a Woman with Red Ribbon,Van_Gogh_-_Bildnis_einer_Frau_mit_rotem_Haarband.jpeg,1885,Private collection (F207)
252,Portrait of Woman in Blue,Van_Gogh_-_Bildnis_einer_Frau_in_Blau.jpeg,1885,"Van Gogh Museum, Amsterdam (F207a)"
253,View of a Town with Drawbridge,Van_Gogh_-_Stadtansicht_mit_Gracht_und_Zugbrücke.jpeg,1885,Private collection (F210)
254,The De Ruijterkade in Amsterdam,Van_Gogh_-_Kai_in_Antwerpen_mit_Schiffen.jpeg,1885,"Van Gogh Museum, Amsterdam (F211)"
255,Still Life with a Basket of Vegetables,Still_life_with_a_basket_of_vegetables_by_Vincent_Van_Gogh.jpg,1885,"Collection Anneliese Brand, Landsberg/Lech (F212a) "
256,Backyards of old Houses in Antwerp in the Snow,VanGogh-Houses_Seen_from_the_Back.jpg,1885,"Van Gogh Museum, Amsterdam (F260)"
257,Head of a Woman,Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube20.jpeg,1885,"Van Gogh Museum, Amsterdam (F269r)"
258,Peasant Woman Peeling Potatoes (b/w copy of painting),Van_Gogh_-_Bäuerin_beim_Kartoffelschälen1.jpeg,1885,"Metropolitan Museum of Art, New York (F365r)"
259,Head of a Woman,Van_Gogh_-_Kopf_einer_Bäuerin_mit_weißer_Haube_28.jpeg,1885,"Van Gogh Museum, Amsterdam (F388r)"
260,"The Parsonage Garden at Nuenen with Pond and Figures, watercolor",Van_Gogh_-_Der_Pfarrgarten_in_Nuenen_mit_Teich_und_Figuren1.jpeg,1885, Private collection (F1234)
261,"Head of a Man, Drawing",HeadOfAManVanGogh.jpg,1885,"Van Gogh Museum, Amsterdam (F1358)"
262,"Head of an Old Man, Drawing",Head_of_an_Old_Man_(F1359)_Van_Gogh.jpg,1885,"Van Gogh Museum, Amsterdam (F1359)"
263,"Study for The Potato Eaters, Lithograph",Van_Gogh_-_Die_Kartoffelesser1.jpeg,1885,"Museo Thyssen-Bornemisza, Madrid, Spain or Location unknown (F1661)"
264,Head of a Peasant Woman with Dark Cap,Van_Gogh_-_Kopf_einer_Bäuerin_mit_dunkler_Haube4.jpeg,1885,Private collection (F1667)
265,"Gordina de Groot, Head",Van_Gogh_-_Kopf_einer_Bäuerin_mit_weißer_Haube15.jpeg,1885,Private collection (F1668)
266,Cottage with Decrepit barn and Stooping Woman,Van_Gogh_-_Bauernhaus_mit_gebückter_Bäuerin_in_blauem_Kleid.jpeg,1885,Private collection (F1669)
267,Cottage,Van_Gogh_-_Bauernhaus1.jpeg,June–July 1885,"Private collection (No F number, JH Add. 23)"
268,The Green Parrot,Van_Gogh_-_Der_grüne_Papagei.jpeg,1886,Private collection (F14)
269,The Kingfisher,Van_Gogh_-_Eisvogel.jpeg,1886,"Van Gogh Museum, Amsterdam (F28) [Artist disputed]"
270,Self-Portrait,Van_Gogh_-_Selbstbildnis.jpeg,1886,"Gemeentemuseum Den Haag, The Hague (F178v)"
271,Self-Portrait with Pipe,Van_Gogh_-_Selbstbildnis_mit_Pfeife1.jpeg,1886,"Van Gogh Museum, Amsterdam (F180)"
272,Self-Portrait with Dark Felt Hat at the Easel,Van_Gogh_-_Selbstbildnis_mit_Filzhut_vor_der_Staffelei.jpeg,1886,"Van Gogh Museum, Amsterdam (F181)"
273,Still Life with a Bouquet of Daisies,Vase-with-Daisies_F197.jpg,1886,Philadelphia Museum of Art (F197)
274,Ginger Jar Filled with Chrysanthemums,Van_Gogh_-_Ingwertopf_mit_Chrysantemen.jpeg,1886,Private collection (F198)
275,Glass with Hellebores,Van_Gogh_-_Glas_mit_Nieswurz.jpeg,1886,Private collection (F199)
276,Geranium in a Flowerpot,Van_Gogh_-_Geranie_in_einem_Blumentopf.jpeg,1886,Private collection (F201)
277,Still Life with Bloaters also Smoked Herrings,Van_Gogh_-_Stillleben_mit_Bücklingen.jpeg,1886,"Kröller-Müller Museum, Otterlo (F203)"
278,Self-Portrait with Pipe,Van_Gogh_-_Selbstbildnis_mit_Pfeife.jpeg,1886,"Van Gogh Museum, Amsterdam (F208)"
279,Self-Portrait with Dark Felt Hat,Van_Gogh_-_Selbstbildnis_mit_dunklem_Filzhut.jpeg,1886,"Van Gogh Museum, Amsterdam (F208a)"
280,Skull of a Skeleton with Burning Cigarette,Vincent_van_Gogh_-_Head_of_a_skeleton_with_a_burning_cigarette_-_Google_Art_Project.jpg,1886,"Van Gogh Museum, Amsterdam (F212)"
281,Fritillaries,Van_Gogh_-_Büschel_von_Schachbrettblumen.jpeg,1886,Location unknown (F214)
282,"Nude Study of a Little Girl, Seated",Van_Gogh_-_Akt_eines_sitzenden_kleinen_Mädchens.jpeg,1886,"Van Gogh Museum, Amsterdam (F215)"
283,"Portrait of a Woman, Facing Right",Van_Gogh_-_Bildnis_einer_Frau.jpeg,1886,"Van Gogh Museum, Amsterdam (F215b)"
284,Portrait of a Woman with Hat,Portrait_of_a_Woman_with_Hat_f_0215c.jpg,1886,"Van Gogh Museum, Amsterdam (F215c)"
285,Portrait of a Woman Seated,Portrait_of_a_Woman_Seated_f_0215d.jpg,1886,"Van Gogh Museum, Amsterdam (F215d)"
286,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)_in_Rückenansicht.jpeg,1886,"Van Gogh Museum, Amsterdam (F216a)"
287,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(4).jpg,1886,"Van Gogh Museum, Amsterdam (F216b)"
288,Plaster Statuette of a Horse,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Horse.jpg,1886,"Van Gogh Museum, Amsterdam (F216c)"
289,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(2).jpg,1886,"Van Gogh Museum, Amsterdam (F216d)"
290,Plaster Statuette of a Male Torso,Van_Gogh_-_Gipstorso_(männlich).jpeg,1886,"Van Gogh Museum, Amsterdam (F216e)"
291,Plaster Statuette of a Kneeling Man,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Kneeling_Man.jpg,1886,"Van Gogh Museum, Amsterdam (F216f)"
292,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso.jpg,1886,"Van Gogh Museum, Amsterdam (F216g)"
293,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(1).jpg,1886,"Van Gogh Museum, Amsterdam (F216h)"
294,Plaster Statuette of a Female Torso,Van_Gogh_-_Gipstorso_(weiblich)1.jpeg,1886,"Van Gogh Museum, Amsterdam (F216i)"
295,Plaster Statuette of a Female Torso,WLANL_-_artanonymous_-_Plaster_Statuette_of_a_Female_Torso_(3).jpg,1886,"Van Gogh Museum, Amsterdam (F216j)"
296,Bowl with Chrysanthemums,Bowl-with-Chrysanthemums_F217.jpg,1886,Private Collection (F217)
297,Glass with Roses,Van_Gogh_-_Glas_mit_Rosen.jpeg,1886,"Van Gogh Museum, Amsterdam (F218)"
298,"Still Life with Apple, Meat, and Bread Rolls","Van_Gogh_-_Stillleben_mit_Apfelkorb,_Fleisch_und_Brötchen.jpeg", 1886," Kröller-Müller Museum, Otterlo (F219) (Attribution to Van Gogh doubtful)"
299,Vase with Carnations,Van_Gogh_-_Vase_mit_Nelken1.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam, Netherlands (F220)"
300,"Pont du Carrousel and the Louvre, The",Van_Gogh_-_Pont_du_Carrousel_mit_Louvre.jpeg,1886,"Carlsberg Foundation, Copenhagen (F221)"
301,"Fourteenth of July Celebration in Paris, The",Van_Gogh_-_Der_14._Juli_in_Paris.jpeg,1886,Private Collection (F222)
302,Lane at the Jardin du Luxembourg,Van_Gogh_-_Allee_im_Jardin_du_Luxembourg.jpeg,1886,"Sterling & Francine Clark Art Institute, Williamstown, Massachusetts (F223)"
303,"Bois de Boulogne with People Walking, The",Van_Gogh_-_Spaziergänger_im_Bois_de_Boulogne.jpeg,1886,Private Collection (F224)
304,"Bois de Boulogne with People Walking, The",Van_Gogh_-_Spaziergänger_im_Bois_de_Boulogne1.jpeg,1886,"Noro Foundation, Curaçao, Netherlands Antilles (F225)"
305,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette1.jpeg,1886,"Stiftung Langmatt, Baden, Switzerland (F226)"
306,Le Moulin de la Galette,Van_Gogh_-_Le_Moulin_de_la_Galette3.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F227)"
307,Le Moulin de la Galette,Vincent_Willem_van_Gogh_066.jpg,1886,"Neue Nationalgalerie, Berlin (F228)"
308,The Hill of Montmartre with Stone Quarry,Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_Mühlen.jpeg,1886,"Van Gogh Museum, Amsterdam (F229)"
309,"Hill of Montmartre with Quarry, The",Van_Gogh_-_Blick_auf_Montmartre_mit_Steinbruch_und_Mühlen1.jpeg,1886,"Van Gogh Museum, Amsterdam (F230)"
310,View of Roofs and Backs of Houses,Van_Gogh_-_Blick_auf_die_Dächer_von_Paris.jpeg,1886,"Van Gogh Museum, Amsterdam (F231)"
311,Sloping Path in Montmartre,Van_Gogh_-_Kleiner_Weg_am_Montmartre.jpeg,1886,"Van Gogh Museum, Amsterdam (F232)"
312,Vase with Autumn Asters also Vase with Asters and Phlox,Van_Gogh_-_Vase_mit_Astern_und_Phlox.jpeg,1886,"Van Gogh Museum, Amsterdam (F234)"
313,Vase with Hollyhocks,Van_Gogh_-_Vase_mit_Rosenmalven.jpeg,1886,Kunsthaus Zürich (F235)
314,Vase with White and Red Carnations,Vase-with-White-and-Red-Carnations_F236.jpg,1886,Private collection (F236)
315,Vase with Gladioli and Carnations,Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken1.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam (F237)"
316,Terrace of a Cafe on Montmartre (La Guinguette),Van_Gogh_-_Gartenlokal_-La_Guinguette-_auf_dem_Montmartre.jpg,1886,"Musée d'Orsay, Paris (F238)"
317,Vase with Zinnias and Geraniums,Van_Gogh_-_Vase_mit_Zinnien_und_Geranien.jpeg,1886,"National Gallery of Canada, Ottawa, Canada (F241)"
318,Vase with Gladioli and Carnations,Van_Gogh_-_Vase_mit_Gladiolen_und_Nelken.jpeg,1886,Private collection (F242)
319,Vase with Carnations,Vase-with-Carnations_F243.jpg,1886,"Detroit Institute of Arts, Michigan (F243)"
320,Vase with Myosotis and Peonies,Van_Gogh_-_Vase_mit_Vergißmeinnicht_und_Päonien.jpeg,1886,"Van Gogh Museum, Amsterdam (F243a)"
321,Tambourine with Pansies,Van_Gogh_-_Tamburin_mit_Stiefmütterchen.jpeg,1886,"Van Gogh Museum, Amsterdam (F244)"
322,Vase with Carnations,Van_Gogh_-_Vase_mit_Nelken.jpeg,1886,"Stedelijk Museum, Amsterdam (F245)"
323,Vase of white carnations and roses and bottle,Van_Gogh_-_Vase_mit_weißen_Nelken_und_Röschen_und_Flasche.jpeg, 1886,"Kröller-Müller Museum, Otterlo (F246) (Attribution to Van Gogh doubtful)"
324,Vase with Red Gladioli,Vincent_Willem_van_Gogh_124.jpg,1886,Private collection (F247)
325,Vase with Red Gladioli,Van_Gogh_-_Vase_mit_roten_Gladiolen.jpeg,1886,Private collection (F248)
326,Vase with Gladioli,Van_Gogh_-_Vase_mit_Gladiolen.jpeg,1886,"Van Gogh Museum, Amsterdam (F248a)"
327,Vase with Red Gladioli,Van_Gogh_-_Vase_mit_roten_Gladiolen3.jpeg,1886,"Musée Jenisch, Vevey, Switzerland (F248b)"
328,Bowl with Peonies and Roses,Van_Gogh_-_Schale_mit_Pfingstrosen_und_Rosen.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F249)"
329,"Bowl with Sunflowers, Roses and Other Flowers",Vincent_Willem_van_Gogh_123.jpg,1886,"Kunsthalle Mannheim, Mannheim, Germany (F250)"
330,Bowl with Zinnias and Other Flowers also Vase with Zinnias and Other Flowers,Van_Gogh_-_Vase_mit_Feldblumen.jpeg,1886,"National Gallery of Canada, Ottawa, Canada (F251)"
331,Vase with Zinnias,Van_Gogh_-_Vase_mit_Zinnien.jpeg,1886,"Kreeger Museum, Washington D.C. (F252)"
332,"Still life with bottle, two glasses, cheese and bread","Van_Gogh_-_Stillleben_mit_Flasche,_Zwei_Gläsern,_Käse_und_Brot.jpeg",  1886," Van Gogh Museum, Amsterdam (F253)"
333,A Pair of Shoes,Vincent_Willem_van_Gogh_118.jpg,1886,"Van Gogh Museum, Amsterdam (F255)"
334,Still Life with Mussels and Shrimps,Van_Gogh_-_Stillleben_mit_Muscheln_und_Garnelen.jpeg,1886,"Van Gogh Museum, Amsterdam (F256)"
335,White Vase with Roses and Other Flowers,Van_Gogh_-_Vase_mit_Rosen_und_anderen_Blumen.jpeg,1886,Private collection (F258)
336,Vase with Carnations and Zinnias,Vase-with-Carnations-and-Zinnias_F259.jpg,1886,Private collection (F259)
337,View of the Roofs of Paris,Van_Gogh_-_Blick_auf_Paris_gegen_Meudon.jpeg,1886,"Van Gogh Museum, Amsterdam (F261)"
338,View of Paris from Montmartre,Van_Gogh_-_Blick_auf_Paris_vom_Montemartre.jpeg,1886,"Kunstmuseum Basel, Basel, Switzerland (F262)"
339,Portrait of Père Tanguy,Van_Gogh_-_Bildnis_Père_Tanguy.jpeg,1886–87,"Ny Carlsberg Glyptotek, Copenhagen (F263)"
340,Outskirts of Paris,Van_Gogh_-_Am_Stadtrand_von_Paris.jpeg,1886,Private collection (F264)
341,Shelter on Montmartre,Van_Gogh_-_Schuppen_am_Montmartre_mit_Sonnonblume.jpeg,1886,"Legion of Honor (museum), San Francisco (F264a)"
342,View of Paris from near Montmartre,View-of-paris-from-near-montmartre-1886.jpg,1886,"National Gallery of Ireland, Dublin (F265)"
343,The Hill of Montmartre also View of Montmartre with Windmills,Van_Gogh_-_Blick_auf_Montmartre_mit_Mühlen.jpeg,1886,"Kröller-Müller Museum, Otterlo, Netherlands (F266)"
344,Windmill on Montmartre (b/w copy),Van_Gogh_-_Windmühle_auf_dem_Montmartre.jpeg,1886,Destroyed by fire in 1967 (F271)
345,"Terrace and Observation Deck at the Moulin de Blute-Fin, Montmartre",Van_Gogh_-_Montmartre_bei_der_oberen_Mühle.jpeg,1886,Art Institute of Chicago (F272)
346,Le Moulin de Blute-Fin,Van_Gogh_-_Montmartre_mit_Mühlen_und_Gemüsegärten.jpeg,1886,"Bridgestone Museum of Art, Tokyo (F273)"
347,"Le Moulin de la Galette also The Blute-Fin Windmill, Montmartre",Van_Gogh_-_Le_Moulin_de_la_Galette.jpeg,1886,Kelvingrove Art Gallery and Museum Glasgow (F274)
348,Le Moulin de blute-fin,Le-Blute-Fin-Windmill-1886.jpg,1886,"Museum de Fundatie, Zwolle, Netherlands[5]"
349,"Vase with cornflowers and poppies, peonies and chrysanthemums","Van_Gogh_-_Vase_mit_Mohn-_und_Kornblumen,_Pfingstrosen_und_Chrysanthemen.jpeg",  1886," Kröller-Müller Museum, Otterlo (F278) "
350,Vase with Red Poppies,Van_Gogh_-_Vase_mit_rotem_Klatschmohn.jpeg,1886,"Wadsworth Atheneum, Hartford (F279)  "
351,Coleus Plant in a Flowerpot,Van_Gogh_-_Blumentopf_mit_Buntnessel.jpeg,1886,"Van Gogh Museum, Amsterdam (F281)"
352,Cineraria in a Flowerpot,Van_Gogh_-_Blumentopf_mit_Aschenkraut.jpeg,1886,"Museum Boijmans Van Beuningen, Rotterdam, Netherlands (F282)"
353,Still Life with Bloaters also Still Life: The Saurs Herrings,Van_Gogh_-_Stillleben_mit_Bücklingen1.jpeg,1886,"Kunstmuseum, Basel, Switzerland(F283)"
354,"Vase with Asters, Salvia and Other Flowers","Van_Gogh_-_Vase_mit_Astern,_Salbei_und_anderen_Blumen.jpeg",1886,"Gemeentemuseum Den Haag, The Hague, Netherlands(F286)"
355,Vase with Gladioli and Lilac,Van_Gogh_-_Vase_mit_Gladiolen_und_Flieder.jpeg,1886,Private collection (F286a)
356,Poppy Flowers also Vase with Viscaria,Van_Gogh_-_Vase_mit_Pechnelken.jpeg,1886,"Stolen August 2010 from Mohammed Mahmoud Khalil palace, Cairo (F324a)"
357,Vase with Red and White Carnation on a Yellow Background,Van_Gogh_-_Vase_mit_roten_und_weißen_Nelken_auf_gelbem_Hintergrund.jpeg,1886," Kröller-Müller Museum, Otterlo (F327) (Attribution to Van Gogh doubtful)"
358,A Pair of Shoes,Van_Gogh_-_Ein_Paar_Schuhe3.jpeg,1886,"Van Gogh Museum, Amsterdam (F331)"
359,Three Pairs of Shoes,Van_Gogh_-_Drei_Paar_Schuhe.jpeg,1886,"Harvard Art Museums (Fogg Art Museum), Harvard University, Cambridge (F332)"
